FlowCell Text Data File: 250529-3-C1.csv
Software Version: 2.30
Triax Firmware Version: 0.43
Fractionator Firmware Version 4.211
Date: 2025-05-29
Time: 23:02:23
User: Bard

Experiment name: 

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 41 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 2
w2t:  x 10^0
Sample Volume: 15 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.20 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Slow-down distance
Fail-safe Distance (M): 0 mm
Number of fractions: 14
Distance/fraction: 5.59 mm
Start Distance: 0.00 mm
Volume/fraction: 0.797 ml
Data Samples/mm: 10.00

*** SCANNING SETTINGS ***
Scanning mode: SINGLE UV OD
Channel A (LED1) Wavelength: 260 nm
Sensitivity: 0
Integration time: 500 ms
LED1 (260 nm) On Time: 16 ms
Sample A Zero: 859429
Source A Zero: 226164.7

Data Columns:
Sample, Source, Position(mm), Absorbance, Fraction Number, Fraction Volume(ml)
716054.919, 225914.419, 38.12, 0.408238, , 
715891.274, 225904.516, 38.22, 0.408654, , 
715785.210, 225916.161, 38.32, 0.409103, , 
715418.887, 225930.597, 38.42, 0.410399, , 
714369.565, 225906.016, 38.52, 0.413458, , 
712988.371, 225926.661, 38.62, 0.418018, , 
711521.710, 225924.403, 38.72, 0.422630, , 
709526.435, 225912.839, 38.82, 0.428834, , 
707328.419, 225958.177, 38.91, 0.436268, , 
704361.565, 225889.258, 39.01, 0.445041, , 
701076.371, 225901.226, 39.11, 0.455681, , 
697338.694, 225971.258, 39.21, 0.468409, 7, 0.796
692770.968, 225939.952, 39.31, 0.482886, , 
688267.371, 226030.855, 39.41, 0.498469, , 
682878.387, 226009.516, 39.51, 0.515946, , 
677246.371, 225963.177, 39.61, 0.534122, , 
671741.516, 225942.661, 39.71, 0.552285, , 
666598.452, 225951.371, 39.81, 0.569668, , 
661639.000, 225891.016, 39.91, 0.585872, , 
657869.887, 225964.790, 40.01, 0.599464, , 
654470.677, 225911.919, 40.11, 0.610595, , 
652554.387, 225987.323, 40.21, 0.617945, , 
651618.984, 226036.661, 40.31, 0.621665, , 
651268.048, 225938.903, 40.41, 0.621903, , 
652043.419, 225953.435, 40.51, 0.619370, , 
652985.645, 225994.597, 40.61, 0.616531, , 
